City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Barra Bonita,BR,2020-02-16 22:04:33,-22.49,-48.56,87.8,66,40,2.24
306,Zhezkazgan,KZ,2020-02-16 22:05:45,47.8,67.71,10.92,91,100,7.65
307,Koumac,NC,2020-02-16 22:05:45,-20.57,164.28,77.18,78,16,2.77
308,Guzelyurt,TR,2020-02-16 22:05:45,38.28,34.37,35.6,74,40,12.75
309,Cooma,AU,2020-02-16 22:05:46,-36.23,149.13,59.0,100,75,12.75
310,Gornoye Loo,RU,2020-02-16 22:05:46,43.71,39.6,35.6,80,0,6.71
311,Prince George,CA,2020-02-16 22:05:46,53.92,-122.75,30.99,92,90,16.11
312,Zyryanskoye,RU,2020-02-16 22:05:46,56.83,86.63,14.13,94,100,5.48
313,Abha,SA,2020-02-16 22:05:47,18.22,42.51,60.8,35,62,5.82
314,Nasirabad,IN,2020-02-16 22:05:47,26.3,74.73,57.06,22,28,2.01
315,Nanortalik,GL,2020-02-16 22:02:18,60.14,-45.24,23.92,67,86,24.85
316,Port Hedland,AU,2020-02-16 22:05:47,-20.32,118.57,80.6,94,75,6.93
317,Araouane,ML,2020-02-16 22:03:16,18.9,-3.53,77.77,7,100,10.29
318,Antofagasta,CL,2020-02-16 22:02:54,-23.65,-70.4,72.0,78,40,12.75
319,Kyabe,TD,2020-02-16 22:05:48,9.45,18.94,80.82,14,54,3.78
320,Kloulklubed,PW,2020-02-16 22:02:44,7.04,134.26,78.8,83,75,5.82
321,Neuquen,AR,2020-02-16 22:05:48,-38.95,-68.06,89.6,22,40,8.05
322,Coquimbo,CL,2020-02-16 22:02:05,-29.95,-71.34,68.0,68,20,12.75
323,Sambava,MG,2020-02-16 22:05:48,-14.27,50.17,74.08,93,100,2.57
324,Bhawanipatna,IN,2020-02-16 22:05:49,19.9,83.17,67.12,41,0,1.7
325,Sisimiut,GL,2020-02-16 22:05:49,66.94,-53.67,-2.9,89,98,3.91
326,Cayenne,GF,2020-02-16 22:02:04,4.93,-52.33,80.6,83,75,11.41
327,Chengde,CN,2020-02-16 22:03:14,40.97,117.94,6.98,80,0,4.59
328,Saint-Augustin,CA,2020-02-16 22:05:50,51.23,-58.65,20.35,82,39,21.92
329,Salalah,OM,2020-02-16 22:01:45,17.02,54.09,69.8,49,0,3.36
330,Cangzhou,CN,2020-02-16 22:05:50,38.32,116.87,21.94,50,0,6.24
331,Jacobabad,PK,2020-02-16 22:05:50,28.28,68.44,63.9,14,0,5.7
332,Belmonte,BR,2020-02-16 22:05:50,-15.86,-38.88,82.4,74,20,11.41
333,Boshnyakovo,RU,2020-02-16 22:05:51,49.63,142.17,10.45,84,98,6.82
334,Lebyazhye,RU,2020-02-16 22:05:51,55.27,66.49,18.63,96,100,6.31
335,Brawley,US,2020-02-16 22:01:55,32.98,-115.53,75.2,19,5,2.24
336,Pinyug,RU,2020-02-16 22:05:51,60.25,47.78,27.25,92,100,11.7
337,Cidreira,BR,2020-02-16 22:02:38,-30.18,-50.21,77.79,86,0,18.01
338,Rafai,CF,2020-02-16 22:05:52,4.95,23.92,77.85,46,44,2.15
339,Broadstairs,GB,2020-02-16 22:05:52,51.36,1.44,48.2,75,67,26.4
340,Maarianhamina,AX,2020-02-16 22:05:52,60.1,19.93,42.8,93,100,18.34
341,Falun,SE,2020-02-16 22:05:52,60.6,15.63,42.01,80,94,17.22
342,Sinnamary,GF,2020-02-16 22:03:12,5.38,-52.95,79.32,81,84,17.36
343,Hokitika,NZ,2020-02-16 22:02:36,-42.72,170.97,64.6,98,100,10.8
344,Iqaluit,CA,2020-02-16 22:02:26,63.75,-68.51,-23.01,67,40,3.36
345,Suntar,RU,2020-02-16 22:02:24,62.14,117.63,7.61,94,100,6.46
346,New Glasgow,CA,2020-02-16 22:05:46,45.58,-62.65,35.01,93,100,5.99
347,Copiapo,CL,2020-02-16 22:00:49,-27.37,-70.33,73.4,53,0,12.75
348,Holod,RO,2020-02-16 22:05:54,46.78,22.13,34.0,86,65,8.05
349,Blackwater,AU,2020-02-16 22:05:54,-23.58,148.88,77.2,82,13,12.62
350,Aklavik,CA,2020-02-16 22:01:43,68.22,-135.01,-22.0,67,5,4.7
351,Irricana,CA,2020-02-16 22:05:54,51.32,-113.6,39.0,34,40,6.93
352,Anisoc,GQ,2020-02-16 22:05:55,1.87,10.77,71.64,96,20,2.93
353,Katsuura,JP,2020-02-16 22:02:26,35.13,140.3,61.0,93,40,8.05
354,Rakaia,NZ,2020-02-16 22:05:55,-43.75,172.02,87.01,48,100,8.05
355,Petropavlovsk-Kamchatskiy,RU,2020-02-16 22:03:18,53.05,158.65,5.0,77,0,8.95
356,Formosa,AR,2020-02-16 22:05:55,-26.18,-58.18,80.6,83,75,11.41
357,Senj,HR,2020-02-16 22:05:55,44.99,14.91,50.0,93,100,5.82
358,Puerto Madero,MX,2020-02-16 22:05:56,14.72,-92.42,91.4,43,40,11.41
359,Porto Nacional,BR,2020-02-16 22:05:56,-10.71,-48.42,89.6,55,20,3.36
360,Chopinzinho,BR,2020-02-16 22:05:56,-25.86,-52.52,82.09,71,69,1.72
361,Mashhad,IR,2020-02-16 21:59:26,36.3,59.61,37.4,59,61,4.7
362,Garowe,SO,2020-02-16 22:01:57,8.41,48.48,69.71,67,33,11.25
363,Shache,CN,2020-02-16 22:05:57,38.42,77.24,28.99,38,0,2.46
364,Gidole,ET,2020-02-16 22:05:57,5.65,37.37,75.22,41,85,3.94
365,Lazaro Cardenas,MX,2020-02-16 22:00:01,17.96,-102.2,87.66,42,4,9.28
366,Lakhipur,IN,2020-02-16 22:05:57,26.03,90.3,62.2,71,0,2.42
367,Big Bend,SZ,2020-02-16 22:05:57,-26.82,31.93,68.61,93,0,2.24
368,Parabel,RU,2020-02-16 22:05:58,58.7,81.48,13.84,96,100,4.34
369,Quartucciu,IT,2020-02-16 22:05:58,39.25,9.18,53.6,93,0,2.24
370,Quesnel,CA,2020-02-16 22:05:07,53.0,-122.5,30.2,80,75,6.93
371,Lyuban,BY,2020-02-16 22:05:58,52.8,28.0,36.99,76,93,16.73
372,Bayugan,PH,2020-02-16 22:05:58,8.76,125.77,70.16,94,68,1.66
373,Beringovskiy,RU,2020-02-16 22:03:26,63.05,179.32,-4.34,93,100,24.05
374,Kissidougou,GN,2020-02-16 22:02:04,9.18,-10.1,74.59,14,0,2.37
375,Shimoda,JP,2020-02-16 22:02:30,34.67,138.95,57.99,87,40,12.75
376,Mount Isa,AU,2020-02-16 22:02:59,-20.73,139.5,82.4,32,0,3.36
377,Commerce,US,2020-02-16 22:05:59,34.0,-118.16,73.4,24,1,5.82
378,Hami,CN,2020-02-16 22:03:04,42.8,93.45,17.17,54,93,3.09
379,Nichinan,JP,2020-02-16 22:06:00,31.6,131.37,42.8,70,40,16.11
380,Bairiki,KI,2020-02-16 22:06:00,1.33,172.98,84.2,79,75,8.05
381,Crotone,IT,2020-02-16 22:06:00,39.09,17.12,47.98,56,0,4.63
382,Deming,US,2020-02-16 22:06:00,32.27,-107.76,68.0,20,1,18.34
383,Arequipa,PE,2020-02-16 22:06:01,-16.4,-71.53,62.6,77,75,10.29
384,Liyang,CN,2020-02-16 22:06:01,29.71,118.29,30.72,68,0,2.44
385,Kiunga,PG,2020-02-16 22:03:06,-6.12,141.29,72.55,99,91,1.59
386,Chabahar,IR,2020-02-16 22:06:01,25.29,60.64,68.5,39,0,0.36
387,Ampanihy,MG,2020-02-16 22:06:02,-24.7,44.75,79.57,58,0,7.05
388,Zhicheng,CN,2020-02-16 22:06:02,30.3,111.5,37.89,70,44,2.46
389,Saint-Prosper,CA,2020-02-16 22:06:02,46.21,-70.48,30.99,78,100,5.01
390,Laguna,US,2020-02-16 22:02:40,38.42,-121.42,69.01,48,1,6.93
391,General Roca,AR,2020-02-16 22:06:02,-39.03,-67.58,89.6,22,40,8.05
392,Dukat,RU,2020-02-16 22:01:56,62.55,155.55,-24.18,94,0,3.56
393,Zhigansk,RU,2020-02-16 22:06:03,66.77,123.37,-10.41,96,100,14.38
394,Gairo,IT,2020-02-16 22:06:03,39.85,9.5,51.8,66,5,6.93
395,Half Moon Bay,US,2020-02-16 22:04:37,37.46,-122.43,64.99,76,75,17.22
396,Yumen,CN,2020-02-16 22:02:12,40.28,97.2,18.7,41,51,9.86
397,Omsk,RU,2020-02-16 22:06:04,55.0,73.4,17.6,100,75,8.95
398,Alice Springs,AU,2020-02-16 22:01:08,-23.7,133.88,75.2,33,0,4.7
399,Sao Felix Do Xingu,BR,2020-02-16 22:06:04,-6.64,-51.99,81.43,82,40,3.53
400,Praia,CV,2020-02-16 22:06:05,14.92,-23.51,77.0,47,75,18.34
401,Nouakchott,MR,2020-02-16 22:03:47,18.09,-15.98,84.2,11,100,10.29
402,Baie-Comeau,CA,2020-02-16 22:06:05,49.22,-68.15,30.2,80,90,21.92
403,Belen,TR,2020-02-16 22:06:05,36.49,36.22,46.4,75,20,8.05
404,Nishihara,JP,2020-02-16 22:06:05,26.18,127.76,57.2,62,75,24.16
405,Ingham,US,2020-02-16 22:06:06,42.6,-84.38,39.99,47,1,6.93
406,Port Hardy,CA,2020-02-16 22:06:06,50.7,-127.42,39.2,86,75,10.29
407,Huai Thalaeng,TH,2020-02-16 22:06:06,15.0,102.65,67.05,80,0,8.72
408,Omsukchan,RU,2020-02-16 22:06:07,62.53,155.8,-29.33,100,19,3.11
409,Oriximina,BR,2020-02-16 22:06:07,-1.77,-55.87,84.72,71,31,5.12
410,Anadyr,RU,2020-02-16 22:06:07,64.75,177.48,-2.0,70,100,20.13
411,Freeport,US,2020-02-16 22:03:20,40.66,-73.58,46.0,48,75,6.93
412,Sao Filipe,CV,2020-02-16 22:02:35,14.9,-24.5,74.34,51,0,16.04
413,Umm Kaddadah,SD,2020-02-16 22:06:08,13.6,26.69,73.4,20,67,16.69
414,Westport,US,2020-02-16 22:06:08,41.14,-73.36,44.01,64,90,8.05
415,Ust-Maya,RU,2020-02-16 22:06:08,60.42,134.53,-13.72,98,100,3.85
416,Eenhana,NA,2020-02-16 22:06:08,-17.47,16.33,73.4,78,100,5.82
417,Vanderhoof,CA,2020-02-16 22:02:16,54.02,-124.02,30.51,76,100,4.56
418,Torbay,CA,2020-02-16 22:03:02,47.67,-52.73,33.01,80,90,27.51
419,San Luis,AR,2020-02-16 22:06:09,-33.3,-66.34,95.09,33,86,6.33
420,Waingapu,ID,2020-02-16 22:06:09,-9.66,120.26,83.46,74,40,5.55
421,Wawa,NG,2020-02-16 22:06:09,9.9,4.42,84.04,20,4,6.62
422,Abonnema,NG,2020-02-16 22:02:50,4.71,6.79,86.0,74,0,4.7
423,Namatanai,PG,2020-02-16 22:02:44,-3.67,152.43,83.14,77,67,16.89
424,Erice,IT,2020-02-16 22:06:10,38.04,12.59,55.99,62,0,2.24
425,Touros,BR,2020-02-16 22:01:52,-5.2,-35.46,82.4,74,20,11.41
426,Uaua,BR,2020-02-16 22:06:11,-9.84,-39.48,80.29,58,100,13.47
427,Tombouctou,ML,2020-02-16 22:03:32,20.0,-3.0,76.93,8,100,10.18
428,Jishui,CN,2020-02-16 22:06:11,33.73,115.4,31.41,55,0,3.11
429,Nuuk,GL,2020-02-16 22:02:29,64.18,-51.72,12.2,66,94,5.82
430,Wanning,CN,2020-02-16 22:02:12,18.8,110.4,60.01,80,96,12.91
431,Gorontalo,ID,2020-02-16 22:06:12,0.54,123.06,72.34,93,10,4.9
432,Naze,JP,2020-02-16 22:04:20,28.37,129.48,57.2,58,75,14.99
433,Kropotkin,RU,2020-02-16 22:06:12,45.44,40.58,33.22,77,0,11.95
434,Ambon,ID,2020-02-16 22:06:13,-3.7,128.18,80.6,78,40,2.24
435,Vidim,RU,2020-02-16 22:06:13,56.41,103.11,4.42,99,100,4.29
436,Teguldet,RU,2020-02-16 22:03:50,57.31,88.17,10.44,96,36,4.21
437,Zabol,AF,2020-02-16 22:06:13,32.25,67.25,18.68,56,0,3.83
438,Comodoro Rivadavia,AR,2020-02-16 22:00:01,-45.87,-67.5,71.6,42,75,21.92
439,Pottstown,US,2020-02-16 22:06:14,40.25,-75.65,50.0,48,90,6.35
440,Key West,US,2020-02-16 22:05:10,24.56,-81.78,82.4,65,1,9.17
441,Mount Pleasant,US,2020-02-16 22:06:14,32.79,-79.86,55.99,100,1,3.76
442,Kosonsoy,UZ,2020-02-16 22:06:14,41.26,71.55,37.4,47,100,4.7
443,Lucapa,AO,2020-02-16 22:06:15,-8.42,20.74,67.55,95,54,2.75
444,Termoli,IT,2020-02-16 22:06:15,41.99,14.99,51.01,50,0,4.0
445,Namalenga,TZ,2020-02-16 22:06:15,-10.95,39.1,72.88,95,100,1.83
446,Te Anau,NZ,2020-02-16 22:02:22,-45.42,167.72,58.95,89,100,4.21
447,Lazurne,UA,2020-02-16 22:06:15,46.08,32.53,34.0,86,67,14.65
448,Yar-Sale,RU,2020-02-16 22:02:19,66.83,70.83,11.52,94,100,11.52
449,Bonthe,SL,2020-02-16 22:02:40,7.53,-12.51,79.7,82,0,10.25
450,Carupano,VE,2020-02-16 22:06:16,10.67,-63.26,82.22,60,39,6.4
451,Adre,TD,2020-02-16 22:06:16,13.47,22.2,71.02,19,97,12.5
452,Kousseri,CM,2020-02-16 22:06:16,12.08,15.03,82.4,12,8,11.41
453,Beyneu,KZ,2020-02-16 22:02:58,45.32,55.2,29.98,79,18,7.23
454,Dzhubga,RU,2020-02-16 22:06:17,44.32,38.7,30.88,87,9,8.5
455,Celestun,MX,2020-02-16 22:06:17,20.87,-90.4,76.24,82,0,17.4
456,Tabou,CI,2020-02-16 22:06:17,4.42,-7.35,79.54,90,6,4.34
457,Mackenzie,CA,2020-02-16 22:06:17,55.3,-123.17,28.4,79,90,10.29
458,Baykit,RU,2020-02-16 22:02:56,61.67,96.37,1.99,95,73,1.95
459,Los Llanos De Aridane,ES,2020-02-16 22:04:12,28.66,-17.92,68.0,68,75,11.41
460,Aleksandrovskoye,RU,2020-02-16 22:06:18,44.71,43.0,33.8,86,75,11.18
461,Hatillo,PR,2020-02-16 22:06:18,18.49,-66.83,81.0,75,40,23.04
462,Besancon,FR,2020-02-16 22:06:18,47.25,6.02,57.2,67,92,27.51
463,Iguape,BR,2020-02-16 22:06:19,-24.71,-47.56,79.93,76,0,5.19
464,Peniche,PT,2020-02-16 22:06:19,39.36,-9.38,60.01,82,90,4.7
465,Axim,GH,2020-02-16 22:06:19,4.87,-2.24,79.95,80,77,6.33
466,Trairi,BR,2020-02-16 22:04:38,-3.28,-39.27,75.97,93,100,3.0
467,Kamina,CD,2020-02-16 22:06:19,-8.74,24.99,66.36,93,94,1.07
468,Jasper,US,2020-02-16 22:06:20,37.2,-94.35,60.01,58,90,4.7
469,Yerbogachen,RU,2020-02-16 22:02:19,61.28,108.01,5.65,95,99,8.05
470,Emba,KZ,2020-02-16 22:06:20,48.83,58.14,5.88,97,75,5.66
471,Taltal,CL,2020-02-16 22:06:20,-25.4,-70.48,68.2,70,100,6.35
472,Verkhoyansk,RU,2020-02-16 22:06:21,67.54,133.38,-10.61,91,100,2.35
473,Verkhnevilyuysk,RU,2020-02-16 22:02:03,63.45,120.32,0.0,96,84,6.02
474,Srednekolymsk,RU,2020-02-16 22:02:34,67.45,153.68,-23.98,94,69,5.68
475,Filadelfia,US,2020-02-16 22:05:44,39.95,-75.16,50.0,45,1,5.82
476,Gazanjyk,TM,2020-02-16 22:06:22,39.24,55.52,39.09,54,100,6.55
477,Mastic Beach,US,2020-02-16 22:06:00,40.77,-72.85,43.0,69,90,5.82
478,Willowmore,ZA,2020-02-16 22:06:22,-33.29,23.49,70.18,69,100,2.39
479,Gushikawa,JP,2020-02-16 22:06:22,26.35,127.87,57.2,62,75,24.16
480,Tuy Hoa,VN,2020-02-16 22:06:22,13.08,109.3,74.57,91,83,23.26
481,Ahipara,NZ,2020-02-16 22:02:46,-35.17,173.17,79.0,100,21,7.92
482,Embonas,GR,2020-02-16 22:06:23,36.23,27.86,60.01,67,20,4.7
483,Joshimath,IN,2020-02-16 22:06:23,30.57,79.57,34.92,29,0,9.78
484,Satipo,PE,2020-02-16 22:06:23,-11.25,-74.64,72.14,94,66,2.66
485,Shelburne,CA,2020-02-16 22:06:23,44.08,-80.2,37.4,55,20,10.29
486,Jacmel,HT,2020-02-16 22:06:24,18.23,-72.53,84.2,66,20,10.29
487,Jalu,LY,2020-02-16 22:01:56,29.03,21.55,59.11,50,0,9.01
488,San Carlos,VE,2020-02-16 22:04:22,9.66,-68.58,100.09,21,89,7.11
489,Ponta Delgada,PT,2020-02-16 22:06:24,37.73,-25.67,55.4,71,20,10.29
490,Upington,ZA,2020-02-16 22:06:24,-28.45,21.26,71.6,88,100,9.17
491,Plainfield,US,2020-02-16 22:04:48,40.62,-74.42,48.99,39,1,6.58
492,Gullhaug,NO,2020-02-16 22:06:25,59.5,10.25,42.01,80,56,14.99
493,Northam,GB,2020-02-16 22:02:16,51.03,-4.22,46.99,80,20,14.99
494,Marsh Harbour,BS,2020-02-16 22:04:14,26.54,-77.06,73.42,82,80,17.69
495,Labrea,BR,2020-02-16 22:06:26,-7.26,-64.8,83.5,84,100,0.92
496,Kota Kinabalu,MY,2020-02-16 22:05:35,5.97,116.07,75.99,94,20,4.7
497,Maldonado,UY,2020-02-16 22:03:26,-34.67,-54.92,87.8,55,40,14.99
498,Sikonge,TZ,2020-02-16 22:06:26,-5.63,32.77,71.6,88,40,8.05
499,Tateyama,JP,2020-02-16 22:06:27,34.98,139.87,61.0,93,40,8.05
500,Catuday,PH,2020-02-16 22:01:56,16.29,119.81,78.94,78,0,12.55
501,Borovoy,RU,2020-02-16 22:06:27,55.43,86.08,3.2,84,40,4.47
502,San Quintin,MX,2020-02-16 22:06:27,30.48,-115.95,62.85,65,84,11.97
503,Ikongo,MG,2020-02-16 22:06:27,-21.88,47.43,68.65,97,99,2.04
504,Hargeysa,SO,2020-02-16 22:06:28,9.56,44.06,63.32,77,23,8.01
505,Asau,RO,2020-02-16 22:02:15,46.43,26.4,34.0,86,0,16.11
506,Zhangye,CN,2020-02-16 22:04:05,38.93,100.45,22.77,30,0,4.85
507,Sanchursk,RU,2020-02-16 22:06:28,56.94,47.25,27.75,91,100,13.56
508,Valparaiso,CL,2020-02-16 22:03:02,-33.04,-71.63,69.8,56,3,6.93
509,Avera,US,2020-02-16 22:01:59,33.19,-82.53,48.2,100,90,3.36
510,Mbarara,UG,2020-02-16 22:06:29,-0.61,30.65,64.15,86,51,0.69
511,Mantua,IT,2020-02-16 21:59:26,45.17,10.78,51.8,81,20,3.36
512,Nelson Bay,AU,2020-02-16 22:06:29,-32.72,152.15,73.4,88,90,5.82
513,Puerto Narino,CO,2020-02-16 22:06:29,-3.77,-70.38,89.6,66,40,3.36
514,Puerto Baquerizo Moreno,EC,2020-02-16 22:06:30,-0.9,-89.6,86.0,74,40,16.11
515,Naraini,IN,2020-02-16 22:06:30,25.18,80.48,56.7,41,0,2.01
516,Korla,CN,2020-02-16 22:02:19,41.76,86.15,18.7,52,100,0.78
517,Sabratah,LY,2020-02-16 22:03:08,32.79,12.49,59.16,59,0,6.46
518,Labuhan,ID,2020-02-16 22:06:30,-6.88,112.21,73.18,91,99,4.59
519,Mae Sai,TH,2020-02-16 22:02:46,20.43,99.88,59.0,93,100,2.21
520,Tawang,IN,2020-02-16 22:06:31,27.58,91.87,25.83,79,68,3.76
521,Khorinsk,RU,2020-02-16 22:06:31,52.17,109.77,1.02,92,8,3.13
522,Stodolishche,RU,2020-02-16 22:06:31,54.19,32.65,33.85,78,100,20.22
523,Matay,EG,2020-02-16 22:06:31,28.42,30.78,53.98,75,3,8.55
524,Mirabad,AF,2020-02-16 22:06:32,30.44,61.84,48.29,34,2,3.74
525,Ulaangom,MN,2020-02-16 22:06:32,49.98,92.07,-16.19,99,94,1.23
526,Krutinka,RU,2020-02-16 22:06:32,56.01,71.51,16.86,95,100,9.93
527,Beloha,MG,2020-02-16 22:06:32,-25.17,45.05,78.62,67,0,10.58
528,Denpasar,ID,2020-02-16 22:02:56,-8.65,115.22,78.8,94,20,2.24
529,Murgab,TM,2020-02-16 22:06:33,37.5,61.97,37.4,74,39,6.93
530,Opochka,RU,2020-02-16 22:06:33,56.71,28.66,39.42,82,100,16.91
531,Khandyga,RU,2020-02-16 22:02:43,62.67,135.6,-19.7,98,100,2.64
